"Naam";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"Hoog";"Laag";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"FIPP";"FR0000038184";"FIPP";"Euronext Paris";"EUR";"0.30";"0.30";"0.30";"0.30";"15/03/2019 16:27";"CET";"500";"150.00"
"FIRST DERIVATIVES";"GB0031477770";"GYQ";"Euronext Growth Dublin";"EUR";"25.80";"25.80";"25.80";"25.80";"06/03/2019 12:21";"UTC";"5";"129.00"
"FIRSTCAUTION";"CH0120879058";"MLFIR";"Euronext Access Paris";"EUR";"6.60";"6.60";"6.60";"6.60";"12/03/2018 12:15";"CET";"3800";"25080.00"
"FLEURY MICHON";"FR0000074759";"FLE";"Euronext Paris";"EUR";"40.20";"40.20";"39.80";"40.00";"22/03/2019 17:35";"CET";"779";"31146.30"
"FLEURYMBSAR22MAR20";"FR0011408731";"FLEBS";"Euronext Paris";"EUR";"8.00";"8.00";"8.00";"8.00";"27/09/2018 10:29";"CET";"500";"4000.00"
"FLEXDEAL";"PTFXD0AM0018";"FLEXD";"Euronext Lisbon";"EUR";"5.18";"5.18";"5.18";"5.18";"26/02/2019 17:45";"BST";"417";"2160.06"
"FLEXOS";"BE0003885051";"FLEX";"Euronext Access Brussels";"EUR";"2.48";"2.48";"2.48";"2.48";"04/03/2019 11:30";"CET";"200";"496.00"
"FLORIDIENNE";"BE0003215143";"FLOB";"Euronext Brussels";"EUR";"174.00";"174.00";"174.00";"174.00";"22/03/2019 12:18";"CET";"10";"1740.00"
"FLOW TRADERS";"NL0011279492";"FLOW";"Euronext Amsterdam";"EUR";"25.44";"25.52";"24.88";"24.90";"22/03/2019 17:37";"CET";"227811";"5721731.02"
"FLUXYS BELGIUM D";"BE0974265945";"FLUX";"Euronext Brussels";"EUR";"26.90";"27.00";"26.50";"26.50";"22/03/2019 16:43";"CET";"18213";"485048.40"
"FNAC DARTY";"FR0011476928";"FNAC";"Euronext Paris";"EUR";"68.50";"69.45";"66.45";"67.05";"22/03/2019 17:35";"CET";"47227";"3189769.90"
"FNG NV";"BE0974332646";"FNG";"Euronext Brussels, Amsterdam";"EUR";"16.90";"16.90";"16.90";"16.90";"22/03/2019 11:42";"CET";"20";"338.00"
"FOCUS HOME INT";"FR0012419307";"ALFOC";"Euronext Growth Paris";"EUR";"24.50";"24.50";"24.00";"24.30";"22/03/2019 17:35";"CET";"2016";"49202.00"
"FONC ATLAND BSA";"FR0012951028";"FATBS";"Euronext Paris";"EUR";"2.00";"2.00";"2.00";"2.00";"11/02/2019 13:23";"CET";"10";"20.00"
"FONC. PARIS NORD";"FR0011277391";"FPN";"Euronext Paris";"EUR";"0.0306";"0.0306";"0.0294";"0.0304";"22/03/2019 16:40";"CET";"74250";"2203.1038"
"FONC. VOLTA NV19";"FR0013391828";"SPENV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"FONCIERE 7 INVEST";"FR0000065930";"LEBL";"Euronext Paris";"EUR";"1.43";"1.43";"1.43";"1.43";"21/03/2019 11:30";"CET";"50";"71.50"
"FONCIERE ATLAND";"FR0000064362";"FATL";"Euronext Paris";"EUR";"120.00";"134.00";"120.00";"124.00";"22/03/2019 15:53";"CET";"338";"41056.00"
"FONCIERE EURIS";"FR0000038499";"EURS";"Euronext Paris";"EUR";"33.00";"33.00";"33.00";"33.00";"22/03/2019 16:30";"CET";"501";"16533.00"
"FONCIERE INEA";"FR0010341032";"INEA";"Euronext Paris";"EUR";"39.50";"39.60";"39.50";"39.60";"22/03/2019 17:35";"CET";"52";"2056.70"
"FONCIERE INEA DS";"FR0013410362";"INEDS";"Euronext Paris";"EUR";"0.34";"0.34";"0.34";"0.34";"21/03/2019 09:42";"CET";"15";"5.10"
"FONCIERE LYONNAISE";"FR0000033409";"FLY";"Euronext Paris";"EUR";"65.00";"65.00";"64.40";"64.40";"22/03/2019 17:35";"CET";"156";"10089.20"
"FONCIERE VINDI";"FR0011605617";"MLVIN";"Euronext Access Paris";"EUR";"1.28";"1.38";"1.28";"1.38";"06/03/2019 16:30";"CET";"411";"527.18"
"FONCIERE VOLTA";"FR0000053944";"SPEL";"Euronext Paris";"EUR";"4.48";"4.48";"4.48";"4.48";"22/03/2019 11:30";"CET";"100";"448.00"
"FOOT LOCKER";"US3448491049";"FOOTL";"Traded not listed Brussels";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"FORESTIERE EQUAT.";"CI0000053161";"FORE";"Euronext Paris";"EUR";"750.00";"750.00";"750.00";"750.00";"28/06/2018 16:30";"CET";"85";"63750.00"
"FORFARMERS";"NL0011832811";"FFARM";"Euronext Amsterdam";"EUR";"7.61";"7.61";"7.50";"7.50";"22/03/2019 17:35";"CET";"78751";"591346.04"
"FOUNTAIN";"BE0003752665";"FOU";"Euronext Brussels";"EUR";"1.06";"1.06";"1.06";"1.06";"21/03/2019 11:30";"CET";"450";"477.00"
"FOUNTAINE PAJOT";"FR0010485268";"ALFPC";"Euronext Growth Paris";"EUR";"97.00";"97.00";"95.20";"95.20";"22/03/2019 17:29";"CET";"730";"70135.20"
"FRANCAISE ENERGIE";"FR0013030152";"LFDE";"Euronext Paris";"EUR";"14.90";"14.95";"14.90";"14.95";"22/03/2019 15:41";"CET";"2103";"31432.20"
"FRANCE TOURISME";"FR0010823724";"MLFTI";"Euronext Access Paris";"EUR";"0.0515";"0.0515";"0.0515";"0.0515";"22/03/2019 11:30";"CET";"10000";"515.00"
"FREELANCE.COM";"FR0004187367";"ALFRE";"Euronext Growth Paris";"EUR";"1.98";"2.04";"1.98";"2.04";"22/03/2019 17:28";"CET";"2440";"4878.08"
"FREY";"FR0010588079";"FREY";"Euronext Paris";"EUR";"30.00";"30.00";"30.00";"30.00";"22/03/2019 16:30";"CET";"50";"1500.00"
"FROMAGERIES BEL";"FR0000121857";"FBEL";"Euronext Paris";"EUR";"296.00";"296.00";"296.00";"296.00";"22/03/2019 16:48";"CET";"286";"84656.00"
"FUGRO";"NL0000352565";"FUR";"Euronext Amsterdam";"EUR";"9.794";"9.794";"9.26";"9.266";"22/03/2019 17:35";"CET";"692106";"6524655.60"
"FUT.CLUBE PORTO";"PTFCP0AM0008";"FCP";"Euronext Lisbon";"EUR";"0.675";"0.675";"0.675";"0.675";"22/03/2019 16:30";"BST";"40";"27.00"
"FUTUREN";"FR0011284991";"FTRN";"Euronext Paris";"EUR";"1.13";"1.14";"1.13";"1.13";"22/03/2019 17:35";"CET";"1559";"1764.69"
"G.A.I.";"FR0000053415";"MLGAI";"Euronext Access Paris";"EUR";"70.00";"70.00";"70.00";"70.00";"22/03/2019 16:30";"CET";"237";"16590.00"
"GALAPAGOS";"BE0003818359";"GLPG";"Euronext Amsterdam, Brussels";"EUR";"89.94";"90.74";"88.80";"88.80";"22/03/2019 17:35";"CET";"311495";"27979979.26"
"GALEO";"FR0011100759";"MLGAL";"Euronext Access Paris";"EUR";"0.53";"0.53";"0.53";"0.53";"20/03/2019 11:30";"CET";"1";"0.53"
"GALIMMO";"FR0000030611";"GALIM";"Euronext Paris";"EUR";"23.40";"23.40";"23.40";"23.40";"22/03/2019 11:30";"CET";"1";"23.40"
"GALLOO ILE DE FCE";"FR0000077232";"MLGRD";"Euronext Access Paris";"EUR";"9.94";"9.94";"9.94";"9.94";"27/12/2016 15:00";"CET";"3";"29.82"
"GALP ENERGIA-NOM";"PTGAL0AM0009";"GALP";"Euronext Lisbon";"EUR";"14.36";"14.40";"13.835";"13.835";"22/03/2019 22:35";"BST";"1510088";"21107417.00"
"GAN PLC";"GB00BGCC6189";"GAME";"Euronext Growth Dublin";"EUR";"0.58";"0.58";"0.58";"0.58";"22/01/2019 23:00";"UTC";"5000";"2900.00"
"GASCOGNE";"FR0000124414";"ALBI";"Euronext Growth Paris";"EUR";"3.85";"3.85";"3.53";"3.80";"21/03/2019 17:35";"CET";"4741";"17129.13"
"GAUMONT";"FR0000034894";"GAM";"Euronext Paris";"EUR";"123.00";"125.00";"117.50";"119.00";"22/03/2019 17:35";"CET";"1089";"130692.00"
"GAUSSIN";"FR0010342329";"ALGAU";"Euronext Growth Paris";"EUR";"0.2725";"0.2855";"0.2655";"0.2715";"22/03/2019 17:36";"CET";"4594388";"1259105.6375"
"GAUSSIN BSAR";"FR0011462803";"GAUBS";"Euronext Growth Paris";"EUR";"0.28";"0.28";"0.28";"0.28";"21/03/2019 09:37";"CET";"10700";"2996.00"
"GBL";"BE0003797140";"GBLB";"Euronext Brussels";"EUR";"86.72";"86.72";"84.68";"84.82";"22/03/2019 17:35";"CET";"178174";"15205131.62"
"GEA GRENOBL.ELECT.";"FR0000053035";"GEA";"Euronext Paris";"EUR";"87.20";"87.20";"85.00";"85.00";"22/03/2019 16:35";"CET";"16";"1377.80"
"GECI INTL";"FR0000079634";"GECP";"Euronext Paris";"EUR";"0.1205";"0.1215";"0.115";"0.1155";"22/03/2019 17:14";"CET";"833832";"98828.3665"
"GECI INTL BSAR A";"FR0013266764";"GECBT";"Euronext Paris";"EUR";"0.0124";"0.0124";"0.012";"0.012";"22/03/2019 14:52";"CET";"55000";"669.60"
"GECINA NOM.";"FR0010040865";"GFC";"Euronext Paris";"EUR";"132.50";"133.00";"130.80";"130.80";"22/03/2019 17:35";"CET";"105506";"13846067.60"
"GEMALTO";"NL0000400653";"GTO";"Euronext Amsterdam, Paris";"EUR";"50.96";"51.00";"50.96";"50.96";"22/03/2019 17:35";"CET";"139022";"7085348.64"
"GENERAL ELECTRIC";"US3696041033";"GNE";"Euronext Paris";"EUR";"8.90";"9.11";"8.82";"8.85";"22/03/2019 17:35";"CET";"18468";"166120.91"
"GENERIX GROUP";"FR0010501692";"GENX";"Euronext Paris";"EUR";"4.15";"4.17";"4.05";"4.17";"22/03/2019 17:12";"CET";"7300";"29968.34"
"GENEURO";"CH0308403085";"GNRO";"Euronext Paris";"EUR";"4.32";"4.32";"4.30";"4.30";"22/03/2019 09:32";"CET";"221";"952.82"
"GENFIT";"FR0004163111";"GNFT";"Euronext Paris";"EUR";"23.12";"23.26";"22.38";"22.46";"22/03/2019 17:35";"CET";"221189";"5021919.08"
"GENK LOGIST. CERT";"BE0003740546";"GENK";"Euronext Brussels";"EUR";"49.00";"51.01";"49.00";"51.01";"22/03/2019 16:30";"CET";"168";"8298.33"
"GENKYOTEX";"FR0011790542";"GKTX";"Euronext Paris, Brussels";"EUR";"0.895";"0.91";"0.885";"0.892";"22/03/2019 17:35";"CET";"43339";"39035.855"
"GENOMIC VISION";"FR0011799907";"GV";"Euronext Paris";"EUR";"0.312";"0.312";"0.291";"0.303";"22/03/2019 17:35";"CET";"87640";"26122.894"
"GENOWAY";"FR0004053510";"ALGEN";"Euronext Growth Paris";"EUR";"2.36";"2.38";"2.36";"2.38";"22/03/2019 16:22";"CET";"3739";"8890.72"
"GENSIGHT BIOLOGICS";"FR0013183985";"SIGHT";"Euronext Paris";"EUR";"2.06";"2.11";"1.89";"1.97";"22/03/2019 17:35";"CET";"475245";"939649.035"
"GENTLEMENS EQUITY";"PTGVE1AE0009";"MLGEQ";"Euronext Access Paris";"EUR";"0.01";"0.01";"0.01";"0.01";"21/03/2019 11:30";"CET";"500";"5.00"
"GETLINK SE";"FR0010533075";"GET";"Euronext Paris, London";"EUR";"13.35";"13.375";"13.235";"13.235";"22/03/2019 17:35";"CET";"702602";"9331473.575"
"GEVELOT";"FR0000033888";"ALGEV";"Euronext Growth Paris";"EUR";"179.00";"184.00";"179.00";"184.00";"22/03/2019 16:30";"CET";"20";"3605.00"
"GIMV";"BE0003699130";"GIMB";"Euronext Brussels";"EUR";"51.30";"51.40";"50.60";"50.60";"22/03/2019 17:35";"CET";"13428";"683320.20"
"GL EVENTS";"FR0000066672";"GLO";"Euronext Paris";"EUR";"19.86";"19.86";"19.00";"19.00";"22/03/2019 17:35";"CET";"13108";"251238.20"
"GLANBIA PLC";"IE0000669501";"GL9";"Euronext Dublin";"EUR";"17.70";"18.00";"17.57";"17.70";"21/03/2019 16:30";"UTC";"228810";"4057236.55"
"GLENVEAGH PROP.PLC";"IE00BD6JX574";"GVR";"Euronext Dublin";"EUR";"0.899";"0.899";"0.874";"0.887";"21/03/2019 16:30";"UTC";"708199";"624992.87"
"GLINTT";"PTPAD0AM0007";"GLINT";"Euronext Lisbon";"EUR";"0.188";"0.20";"0.188";"0.20";"19/03/2019 20:44";"BST";"10841";"2160.80"
"GLOBAL BIOENERGIES";"FR0011052257";"ALGBE";"Euronext Growth Paris";"EUR";"5.20";"5.23";"5.15";"5.16";"22/03/2019 16:47";"CET";"10517";"54720.73"
"GLOBAL ECOPOWER";"FR0011289198";"ALGEP";"Euronext Growth Paris";"EUR";"2.18";"2.18";"2.08";"2.14";"22/03/2019 15:52";"CET";"11090";"23506.37"
"GLOBAL GRAPHICS";"GB00BYN5BY03";"GLOG";"Euronext Brussels";"EUR";"4.06";"4.17";"4.06";"4.17";"22/03/2019 17:21";"CET";"1267";"5212.77"
"GLOBAL HEALTH GR.";"CH0121668229";"MLIFE";"Euronext Access Paris";"EUR";"0.29";"0.29";"0.29";"0.29";"18/03/2019 16:30";"CET";"206";"59.74"
"GOLD BY GOLD";"FR0011208693";"ALGLD";"Euronext Growth Paris";"EUR";"1.20";"1.20";"1.20";"1.20";"21/03/2019 11:30";"CET";"620";"744.00"
"GOUR MEDICAL";"CH0342399851";"MLGML";"Euronext Access Paris";"EUR";"1.67";"1.67";"1.67";"1.67";"22/03/2019 11:30";"CET";"135";"225.45"
"GPE GROUP PIZZORNO";"FR0010214064";"GPE";"Euronext Paris";"EUR";"14.90";"14.90";"14.90";"14.90";"22/03/2019 09:00";"CET";"1";"14.90"
"GPE PAROT (AUTO)";"FR0013204070";"ALPAR";"Euronext Growth Paris";"EUR";"4.99";"5.00";"4.93";"5.00";"22/03/2019 11:46";"CET";"192";"952.71"
"GRAINES VOLTZ";"FR0000065971";"GRVO";"Euronext Paris";"EUR";"51.50";"52.00";"51.50";"52.00";"22/03/2019 16:30";"CET";"116";"5984.50"
"GRANDVISION";"NL0010937066";"GVNV";"Euronext Amsterdam";"EUR";"19.27";"19.35";"19.00";"19.02";"22/03/2019 17:39";"CET";"65170";"1247178.59"
"GREAT WESTERN MIN.";"IE00B1FR8863";"8GW";"Euronext Growth Dublin";"EUR";"0.005";"0.0055";"0.005";"0.005";"21/03/2019 12:18";"UTC";"2000000";"10100.00"
"GRECEMAR";"FR0012991040";"MLCMG";"Euronext Access Paris";"EUR";"5.40";"5.40";"5.40";"5.40";"06/03/2019 16:30";"CET";"5";"27.00"
"GREEN ENERGY GE4S";"BE0948833760";"MLGES";"Euronext Access Paris";"EUR";"4.26";"4.26";"4.26";"4.26";"19/03/2019 11:30";"CET";"19";"80.94"
"GREEN REIT PLC";"IE00BBR67J55";"GN1";"Euronext Dublin";"EUR";"1.494";"1.498";"1.484";"1.494";"21/03/2019 16:32";"UTC";"1805150";"2694778.19"
"GREENCOAT REN.";"IE00BF2NR112";"GRP";"Euronext Growth Dublin";"EUR";"1.06";"1.065";"1.06";"1.065";"21/03/2019 16:35";"UTC";"586318";"626305.40"
"GREENYARD";"BE0003765790";"GREEN";"Euronext Brussels";"EUR";"3.44";"3.46";"3.34";"3.34";"22/03/2019 17:35";"CET";"50666";"171738.255"
"GROUPE CARNIVOR";"FR0000076960";"MLGRC";"Euronext Access Paris";"EUR";"17.00";"17.00";"17.00";"17.00";"06/03/2019 11:30";"CET";"10";"170.00"
"GROUPE CRIT";"FR0000036675";"CEN";"Euronext Paris";"EUR";"56.00";"56.50";"55.40";"55.40";"22/03/2019 17:35";"CET";"4006";"224089.10"
"GROUPE FLO";"FR0004076891";"FLO";"Euronext Paris";"EUR";"0.2275";"0.2275";"0.2255";"0.2275";"22/03/2019 17:09";"CET";"21320";"4850.28"
"GROUPE GORGE";"FR0000062671";"GOE";"Euronext Paris";"EUR";"12.70";"12.70";"11.68";"12.54";"22/03/2019 17:35";"CET";"25652";"316347.56"
"GROUPE GUILLIN";"FR0012819381";"ALGIL";"Euronext Growth Paris";"EUR";"20.60";"20.80";"20.05";"20.20";"22/03/2019 17:35";"CET";"3871";"78566.85"
"GROUPE IRD";"FR0000124232";"IRD";"Euronext Paris";"EUR";"26.00";"27.00";"26.00";"27.00";"22/03/2019 11:49";"CET";"659";"17590.40"
"GROUPE JAJ";"FR0004010338";"GJAJ";"Euronext Paris";"EUR";"1.38";"1.38";"1.38";"1.38";"11/03/2019 14:39";"CET";"505";"696.90"
"GROUPE LDLC";"FR0000075442";"LDL";"Euronext Paris";"EUR";"6.45";"6.46";"6.27";"6.27";"22/03/2019 17:35";"CET";"6848";"43467.07"
"GROUPE OPEN";"FR0004050300";"OPN";"Euronext Paris";"EUR";"17.40";"17.40";"17.02";"17.02";"22/03/2019 17:35";"CET";"10211";"175296.78"
"GROUPE PARTOUCHE";"FR0012612646";"PARP";"Euronext Paris";"EUR";"18.40";"18.45";"18.25";"18.25";"22/03/2019 16:39";"CET";"107";"1960.90"
"GROUPE PLUS-VALUES";"FR0010529719";"MLPVG";"Euronext Access Paris";"EUR";"0.01";"0.01";"0.01";"0.01";"18/03/2013 15:00";"CET";"20000";"200.00"
"GROUPE SFPI";"FR0004155000";"SFPI";"Euronext Paris";"EUR";"2.40";"2.40";"2.28";"2.29";"22/03/2019 17:29";"CET";"33923";"79191.44"
"GROUPIMO";"FR0013297488";"ALIMO";"Euronext Growth Paris";"EUR";"0.06";"0.06";"0.06";"0.06";"18/03/2019 11:30";"CET";"137645";"8258.70"
"GROWNERS";"BE0003861789";"GROWN";"Euronext Access Brussels";"EUR";"2.12";"2.12";"2.12";"2.12";"11/03/2019 11:30";"CET";"200";"424.00"
"GT BIOPHARMA INC";"US36254L1008";"GTBP";"Euronext Paris";"EUR";"1.03";"1.03";"1.03";"1.03";"04/12/2018 16:30";"CET";"1";"1.03"
"GTT";"FR0011726835";"GTT";"Euronext Paris";"EUR";"82.35";"82.95";"81.05";"81.55";"22/03/2019 17:35";"CET";"73162";"5988977.30"
"GUANDAO PUER INVES";"LU1840650458";"MLGDI";"Euronext Access Paris";"EUR";"2.48";"2.48";"2.48";"2.48";"18/02/2019 11:30";"CET";"150";"372.00"
"GUERBET";"FR0000032526";"GBT";"Euronext Paris";"EUR";"49.90";"50.30";"48.80";"48.90";"22/03/2019 17:35";"CET";"2741";"136323.90"
"GUERBET NV19";"FR0013383130";"GBTNV";"Euronext Paris";"EUR";"51.50";"51.50";"51.50";"51.50";"01/03/2019 11:30";"CET";"50";"2575.00"
"GUILLEMOT";"FR0000066722";"GUI";"Euronext Paris";"EUR";"3.36";"3.40";"3.28";"3.38";"22/03/2019 17:35";"CET";"34854";"116571.59"
"GUY DEGRENNE";"FR0004035061";"GUYD";"Euronext Paris";"EUR";"0.258";"0.258";"0.258";"0.258";"22/03/2019 16:35";"CET";"35200";"9081.60"
"H2O INNOVATION INC";"CA4433003064";"ALHEO";"Euronext Growth Paris";"EUR";"0.60";"0.60";"0.60";"0.60";"19/03/2019 16:30";"CET";"52";"31.20"
"HAL TRUST";"BMG455841020";"HAL";"Euronext Amsterdam";"EUR";"134.20";"134.40";"132.40";"132.60";"22/03/2019 17:35";"CET";"9132";"1217071.20"
"HAMON";"BE0003700144";"HAMO";"Euronext Brussels";"EUR";"0.35";"0.35";"0.33";"0.339";"22/03/2019 16:58";"CET";"113662";"38395.685"
"HARVEST";"FR0010207795";"ALHVS";"Euronext Growth Paris";"EUR";"86.00";"86.00";"85.50";"85.50";"22/03/2019 11:02";"CET";"260";"22252.50"
"HAULOTTE GROUP";"FR0000066755";"PIG";"Euronext Paris";"EUR";"7.52";"7.57";"7.41";"7.46";"22/03/2019 17:35";"CET";"46365";"346755.65"
"HEALTH";"FR0013251584";"MLAHC";"Euronext Access Paris";"EUR";"3.24";"3.24";"3.24";"3.24";"22/03/2019 11:30";"CET";"127";"411.48"
"HEIJMANS";"NL0009269109";"HEIJM";"Euronext Amsterdam";"EUR";"9.07";"9.07";"8.66";"8.77";"22/03/2019 17:35";"CET";"144311";"1270294.01"
"HEINEKEN";"NL0000009165";"HEIA";"Euronext Amsterdam";"EUR";"93.74";"93.74";"92.74";"92.74";"22/03/2019 17:35";"CET";"806015";"75018416.46"
"HEINEKEN HOLDING";"NL0000008977";"HEIO";"Euronext Amsterdam";"EUR";"88.90";"89.45";"88.25";"88.25";"22/03/2019 17:35";"CET";"165511";"14646758.05"
"HERIGE";"FR0000066540";"ALHRG";"Euronext Growth Paris";"EUR";"24.70";"24.70";"24.40";"24.40";"22/03/2019 12:50";"CET";"88";"2150.80"
"HERMES INTL";"FR0000052292";"RMS";"Euronext Paris";"EUR";"595.40";"597.00";"582.80";"583.20";"22/03/2019 17:35";"CET";"58826";"34453492.00"
"HEXCEL";"US4282911084";"HXL";"Euronext Paris";"EUR";"63.50";"63.50";"63.50";"63.50";"05/03/2019 16:00";"CET";"50";"3175.00"
"HF";"FR0000038531";"HF";"Euronext Paris";"EUR";"6.48";"6.50";"6.40";"6.40";"22/03/2019 11:12";"CET";"811";"5201.20"
"HIBERNIA REIT PLC";"IE00BGHQ1986";"HBRN";"Euronext Dublin";"EUR";"1.36";"1.36";"1.33";"1.33";"21/03/2019 16:31";"UTC";"1306566";"1751305.79"
"HIGH CO";"FR0000054231";"HCO";"Euronext Paris";"EUR";"5.29";"5.35";"5.21";"5.21";"22/03/2019 16:53";"CET";"9246";"48688.20"
"HIOLLE INDUSTRIES";"FR0000077562";"ALHIO";"Euronext Growth Paris";"EUR";"4.14";"4.14";"4.14";"4.14";"22/03/2019 09:00";"CET";"1";"4.14"
"HIPAY GROUP";"FR0012821916";"HIPAY";"Euronext Paris";"EUR";"7.90";"7.90";"7.84";"7.84";"22/03/2019 15:54";"CET";"1950";"15302.64"
"HITECHPROS";"FR0010396309";"ALHIT";"Euronext Growth Paris";"EUR";"15.10";"15.10";"15.10";"15.10";"22/03/2019 11:30";"CET";"339";"5118.90"
"HK";"DE000A11Q133";"MLHK";"Euronext Access Paris";"EUR";"150.00";"150.00";"150.00";"150.00";"06/03/2019 11:30";"CET";"105";"15750.00"
"HOCHE BAINS L.BAIN";"FR0000051302";"MLHBB";"Euronext Access Paris";"EUR";"14.00";"14.00";"14.00";"14.00";"28/02/2019 16:30";"CET";"100";"1400.00"
"HOLLAND COLOURS";"NL0000440311";"HOLCO";"Euronext Amsterdam";"EUR";"77.60";"77.80";"77.00";"77.00";"22/03/2019 16:58";"CET";"309";"23876.60"
"HOLOSFIND";"FR0010446765";"ALHOL";"Euronext Growth Paris";"EUR";"0.02";"0.03";"0.02";"0.02";"30/06/2017 17:35";"CET";"516500";"12040.00"
"HOME CONCEPT";"FR0012336691";"MLHCF";"Euronext Access Paris";"EUR";"10.50";"10.50";"10.50";"10.50";"06/12/2018 16:30";"CET";"10";"105.00"
"HOME INVEST BE.";"BE0003760742";"HOMI";"Euronext Brussels";"EUR";"98.20";"98.60";"97.80";"98.00";"22/03/2019 17:29";"CET";"1221";"119911.40"
"HOPENING";"FR0010312181";"MLHPE";"Euronext Access Paris";"EUR";"2.20";"2.20";"2.20";"2.20";"12/10/2018 16:30";"CET";"100";"220.00"
"HOPSCOTCH GROUPE";"FR0000065278";"HOP";"Euronext Paris";"EUR";"7.20";"7.32";"7.20";"7.32";"22/03/2019 16:06";"CET";"28183";"205642.08"
"HORIZONTALSOFTWARE";"FR0013219367";"ALHSW";"Euronext Growth Paris";"EUR";"0.865";"0.865";"0.85";"0.85";"22/03/2019 13:13";"CET";"197";"167.465"
"HOSTELWORLD GROUP";"GB00BYYN4225";"HSW";"Euronext Dublin";"EUR";"2.36";"2.36";"2.36";"2.36";"05/03/2019 08:00";"UTC";"4";"9.44"
"HOT.MAJESTIC CANNE";"FR0006226791";"MLHMC";"Euronext Access Paris";"EUR";"3840.00";"4220.00";"3840.00";"4220.00";"28/12/2018 16:30";"CET";"2";"8060.00"
"HOTELIM";"FR0000053738";"MLHOT";"Euronext Access Paris";"EUR";"33.00";"33.00";"33.00";"33.00";"01/03/2019 16:30";"CET";"2";"66.00"
"HOTELS DE PARIS";"FR0004165801";"HDP";"Euronext Paris";"EUR";"2.70";"2.70";"2.70";"2.70";"14/03/2019 16:30";"CET";"53";"143.10"
"HOTL.IMMOB.NICE";"FR0006563904";"MLHIN";"Euronext Access Paris";"EUR";"149.00";"149.00";"149.00";"149.00";"18/03/2019 16:52";"CET";"5";"745.00"
"HSBC HOLDINGS";"GB0005405286";"HSB";"Euronext Paris";"EUR";"7.292";"7.292";"7.163";"7.18";"22/03/2019 17:28";"CET";"29324";"211327.886"
"HUNTER DOUGLAS";"ANN4327C1220";"HDG";"Euronext Amsterdam";"EUR";"59.00";"61.20";"59.00";"59.00";"22/03/2019 17:35";"CET";"6023";"360132.00"
"HUNTER DOUGLAS";"ANN4327C1303";"HUNDP";"Euronext Amsterdam";"EUR";"0.46";"0.46";"0.46";"0.46";"14/03/2019 16:30";"CET";"499";"229.54"
"HYBRIGENICS";"FR0004153930";"ALHYG";"Euronext Growth Paris";"EUR";"0.1388";"0.14";"0.132";"0.132";"22/03/2019 17:35";"CET";"414658";"55801.9238"
"HYDRATEC";"NL0009391242";"HYDRA";"Euronext Amsterdam";"EUR";"74.50";"74.50";"73.50";"73.50";"22/03/2019 16:30";"CET";"695";"51702.50"
"HYDRAULIQUE PB";"FR0000064735";"MLHYD";"Euronext Access Paris";"EUR";"505.00";"505.00";"505.00";"505.00";"18/03/2019 16:30";"CET";"4";"2020.00"
"HYDRO-EXPLOIT.";"FR0005843125";"MLHYE";"Euronext Access Paris";"EUR";"59.00";"59.00";"59.00";"59.00";"19/03/2019 11:30";"CET";"135";"7965.00"
"I.CERAM";"FR0011511971";"ALICR";"Euronext Growth Paris";"EUR";"3.84";"3.84";"3.80";"3.80";"22/03/2019 10:42";"CET";"151";"576.24"
"I2S";"FR0005854700";"ALI2S";"Euronext Growth Paris";"EUR";"3.40";"3.40";"3.40";"3.40";"20/03/2019 16:30";"CET";"200";"680.00"
"IBA";"BE0003766806";"IBAB";"Euronext Brussels";"EUR";"12.99";"13.22";"12.85";"13.12";"22/03/2019 17:35";"CET";"58738";"767695.54"
"IBERSOL,SGPS";"PTIBS0AM0008";"IBS";"Euronext Lisbon";"EUR";"7.98";"7.98";"7.92";"7.92";"22/03/2019 22:26";"BST";"10531";"83559.02"
"IBM";"US4592001014";"IBMA";"Traded not listed Brussels";"USD";"141.00";"141.00";"141.00";"141.00";"28/02/2019 09:00";"CET";"20";"2470.22"
"ICADE";"FR0000035081";"ICAD";"Euronext Paris";"EUR";"75.35";"75.55";"74.40";"74.45";"22/03/2019 17:35";"CET";"79421";"5931266.30"
"ICT GROUP";"NL0000359537";"ICT";"Euronext Amsterdam";"EUR";"13.00";"13.00";"12.70";"13.00";"22/03/2019 17:35";"CET";"1539";"19638.85"
"ID LOGISTICS GROUP";"FR0010929125";"IDL";"Euronext Paris";"EUR";"145.40";"145.60";"140.00";"140.00";"22/03/2019 17:35";"CET";"890";"126750.20"
"IDI";"FR0000051393";"IDIP";"Euronext Paris";"EUR";"44.80";"44.80";"43.10";"44.30";"22/03/2019 17:35";"CET";"707";"30796.20"
"IDS";"FR0000079691";"MLIDS";"Euronext Access Paris";"EUR";"0.795";"0.87";"0.795";"0.87";"22/03/2019 17:22";"CET";"51024";"43602.18"
"IDSUD";"FR0000062184";"ALIDS";"Euronext Growth Paris";"EUR";"60.50";"60.50";"59.00";"59.00";"22/03/2019 10:21";"CET";"202";"12083.00"
"IEP INVEST";"BE0003748622";"IEP";"Euronext Brussels";"EUR";"6.20";"6.20";"6.05";"6.05";"22/03/2019 16:58";"CET";"2000";"12207.95"
